"starsign";"chinese";"moon";"blood";"fingers_crossed";"success"
"Virgo";"Tiger";"New ( )";"A+";0;1
"Gemini";"Goat";"Waning (-)";"0-";0;1
"Pisces";"Tiger";"Waning (-)";"B+";0;1
"Saggitarius";"Rooster";"New ( )";"0-";0;0
"Libra";"Rooster";"Full (O)";"B-";0;1
"Scorpio";"Rabbit";"Waning (-)";"A+";1;0
"Taurus";"Dragon";"Waning (-)";"A+";0;1
"Aquarius";"Tiger";"Waning (-)";"0+";0;1
"Carpicorn";"Ox";"New ( )";"0+";1;1
"Gemini";"Pig";"Waning (-)";"A+";0;1
"Saggitarius";"Dog";"Waxing (+)";"B+";1;0
"Saggitarius";"Rabbit";"Waxing (+)";"A+";0;1
"Virgo";"Snake";"Waning (-)";"A+";0;1
"Carpicorn";"Monkey";"Waning (-)";"B-";0;1
"Scorpio";"Tiger";"Waxing (+)";"0+";0;1
"Leo";"Tiger";"Waning (-)";"AB-";0;1
"Pisces";"Rat";"Waning (-)";"0-";1;0
"Taurus";"Rabbit";"Waning (-)";"0+";0;1
"Pisces";"Ox";"Waning (-)";"A+";0;0
"Aquarius";"Goat";"Waxing (+)";"B+";0;1
"Leo";"Rabbit";"Waxing (+)";"A+";0;0
"Libra";"Horse";"Waning (-)";"A+";1;1
"Scorpio";"Rooster";"Waning (-)";"A+";0;0
"Scorpio";"Rat";"Waning (-)";"A+";1;0
"Taurus";"Ox";"Waning (-)";"0-";0;0
"Leo";"Dragon";"Waxing (+)";"0+";0;1
"Cancer";"Pig";"Waning (-)";"B+";1;1
"Gemini";"Monkey";"Waxing (+)";"0+";1;1
"Aries";"Horse";"Waxing (+)";"B+";0;1
"Virgo";"Rat";"Full (O)";"A+";1;1
"Aries";"Snake";"Waning (-)";"A+";0;0
"Aquarius";"Dog";"Waxing (+)";"0+";1;1
"Virgo";"Horse";"Waxing (+)";"A+";0;0
"Aquarius";"Horse";"Waning (-)";"0+";0;0
"Cancer";"Tiger";"Waning (-)";"0+";0;0
"Aquarius";"Pig";"New ( )";"A-";0;0
"Gemini";"Dragon";"Waxing (+)";"0+";0;1
"Cancer";"Horse";"Waxing (+)";"0+";1;1
"Aries";"Tiger";"Waning (-)";"B-";0;0
"Taurus";"Rooster";"New ( )";"0+";0;0
"Scorpio";"Horse";"New ( )";"0+";0;1
"Carpicorn";"Monkey";"Waning (-)";"B+";0;0
"Leo";"Dragon";"Waning (-)";"0+";1;1
"Libra";"Rat";"Waxing (+)";"0+";0;0
"Pisces";"Horse";"Waning (-)";"A-";0;0
"Libra";"Rat";"Waxing (+)";"A+";0;1
"Gemini";"Horse";"Waxing (+)";"A-";0;0
"Leo";"Monkey";"Waxing (+)";"0+";0;1
"Aquarius";"Rabbit";"Waning (-)";"A+";0;0
"Taurus";"Rooster";"Waning (-)";"A+";0;0
"Aries";"Ox";"Waxing (+)";"B+";0;0
"Carpicorn";"Rat";"Waning (-)";"0+";1;0
"Libra";"Dog";"Waxing (+)";"B+";0;1
"Gemini";"Horse";"Full (O)";"A+";0;1
"Aries";"Rat";"Waning (-)";"A+";0;0
"Cancer";"Rat";"New ( )";"A+";0;1
"Carpicorn";"Rooster";"Full (O)";"A+";0;0
"Taurus";"Rabbit";"New ( )";"0+";0;0
"Cancer";"Goat";"Waning (-)";"A+";1;1
"Aries";"Pig";"Waxing (+)";"A+";0;1
"Carpicorn";"Rat";"Waning (-)";"A+";0;1
"Saggitarius";"Dog";"Waxing (+)";"AB+";0;1
"Cancer";"Monkey";"Waning (-)";"A+";1;1
"Gemini";"Dragon";"Waxing (+)";"B+";1;1
"Leo";"Tiger";"Full (O)";"0+";0;1
"Scorpio";"Rabbit";"Waxing (+)";"B+";1;0
"Aquarius";"Dog";"New ( )";"B+";0;1
"Leo";"Ox";"Waning (-)";"A+";0;0
"Leo";"Rooster";"Waning (-)";"A+";0;1
"Aries";"Horse";"New ( )";"0+";0;1
"Libra";"Tiger";"Waning (-)";"0-";0;0
"Aries";"Rat";"Waning (-)";"A+";0;0
"Pisces";"Ox";"Waning (-)";"0+";0;1
"Aries";"Dog";"Waxing (+)";"B+";1;0
"Gemini";"Goat";"Waxing (+)";"A+";0;1
"Leo";"Monkey";"Waxing (+)";"A+";1;0
"Aries";"Rabbit";"Waning (-)";"A+";0;1
"Saggitarius";"Rabbit";"Waxing (+)";"B+";0;0
"Aries";"Monkey";"Waxing (+)";"0+";0;0
"Aries";"Ox";"Waxing (+)";"0+";0;1
"Carpicorn";"Goat";"New ( )";"0+";0;0
"Virgo";"Rat";"New ( )";"AB+";1;1
"Saggitarius";"Rat";"Waning (-)";"B-";0;1
"Leo";"Snake";"Waning (-)";"A+";0;1
"Leo";"Rat";"Waxing (+)";"0+";0;1
"Pisces";"Ox";"Waning (-)";"0+";0;0
"Carpicorn";"Rooster";"Waning (-)";"A+";0;1
"Aquarius";"Horse";"Waning (-)";"A+";0;0
"Leo";"Dragon";"Waxing (+)";"AB-";0;0
"Saggitarius";"Monkey";"Waning (-)";"A+";1;1
"Saggitarius";"Ox";"Waning (-)";"0+";1;0
"Cancer";"Rabbit";"New ( )";"A+";0;1
"Cancer";"Dragon";"Waning (-)";"0+";0;0
"Pisces";"Ox";"Waning (-)";"A+";0;0
"Aquarius";"Tiger";"Waning (-)";"0+";1;1
"Taurus";"Monkey";"Waning (-)";"A+";0;0
"Aquarius";"Dog";"Waxing (+)";"0+";0;0
"Pisces";"Dog";"Waning (-)";"A+";1;0
"Pisces";"Dragon";"Waxing (+)";"0+";0;0
"Gemini";"Dog";"Full (O)";"0+";1;1
"Aries";"Monkey";"Waxing (+)";"0-";0;0
"Pisces";"Snake";"Waxing (+)";"A+";0;1
"Leo";"Rooster";"Full (O)";"A+";0;1
"Pisces";"Rat";"Waxing (+)";"A+";0;0
"Aquarius";"Pig";"New ( )";"A-";0;1
"Libra";"Rabbit";"Waxing (+)";"A-";0;1
"Taurus";"Pig";"Full (O)";"0+";0;1
"Pisces";"Horse";"Full (O)";"0+";0;0
"Leo";"Horse";"Waning (-)";"0+";0;0
"Cancer";"Pig";"Waning (-)";"0-";0;0
"Aquarius";"Goat";"Waning (-)";"0+";0;0
"Aries";"Snake";"Waxing (+)";"0+";1;1
"Cancer";"Dragon";"New ( )";"A+";0;1
"Gemini";"Goat";"Waning (-)";"0+";0;1
"Saggitarius";"Goat";"Waxing (+)";"A+";0;1
"Pisces";"Rat";"New ( )";"A+";0;0
"Cancer";"Ox";"Full (O)";"0+";0;1
"Scorpio";"Horse";"Waxing (+)";"B+";0;1
"Virgo";"Ox";"Waxing (+)";"0+";0;0
"Aquarius";"Dragon";"Full (O)";"A+";0;1
"Libra";"Rooster";"New ( )";"0+";0;1
"Cancer";"Dragon";"Full (O)";"A+";0;1
"Leo";"Goat";"Waxing (+)";"A+";1;1
"Aquarius";"Snake";"New ( )";"A+";0;1
"Taurus";"Goat";"Waxing (+)";"B+";0;1
"Virgo";"Dragon";"Waxing (+)";"A+";0;1
"Saggitarius";"Tiger";"Waning (-)";"0+";1;0
"Scorpio";"Rooster";"New ( )";"0+";0;1
"Carpicorn";"Monkey";"New ( )";"A+";1;1
"Scorpio";"Dragon";"Waning (-)";"A+";0;1
"Scorpio";"Rat";"Waxing (+)";"AB+";0;1
"Pisces";"Rabbit";"Waning (-)";"A+";0;1
"Leo";"Pig";"Full (O)";"A+";1;1
"Taurus";"Horse";"Waxing (+)";"A+";0;1
"Aquarius";"Dragon";"Full (O)";"0+";0;1
"Aquarius";"Rooster";"Waning (-)";"B+";0;0
"Pisces";"Rabbit";"Waxing (+)";"A+";0;0
"Taurus";"Goat";"Waxing (+)";"0+";0;0
"Taurus";"Rat";"Waning (-)";"0+";0;1
"Saggitarius";"Horse";"Full (O)";"0+";0;1
"Pisces";"Monkey";"Waning (-)";"A+";1;1
"Libra";"Horse";"Waxing (+)";"A+";0;1
"Taurus";"Dragon";"Waxing (+)";"A+";0;0
"Virgo";"Monkey";"Waxing (+)";"0-";0;0
"Virgo";"Ox";"Waxing (+)";"0+";0;0
"Libra";"Tiger";"Waning (-)";"0+";0;0
"Gemini";"Dragon";"Waning (-)";"0+";1;1
"Libra";"Snake";"Full (O)";"B+";0;0
"Leo";"Tiger";"Waning (-)";"B+";0;1
"Libra";"Goat";"Waxing (+)";"0+";0;1
"Pisces";"Ox";"Waning (-)";"B+";1;0
"Scorpio";"Rooster";"Waning (-)";"0+";0;0
"Carpicorn";"Rooster";"Waxing (+)";"0-";0;0
"Taurus";"Tiger";"Waning (-)";"0+";0;0
"Carpicorn";"Dog";"Waxing (+)";"0+";0;0
"Aquarius";"Rabbit";"Waning (-)";"A+";0;1
"Taurus";"Rooster";"Waxing (+)";"A+";0;0
"Taurus";"Rabbit";"Waxing (+)";"0+";0;0
"Scorpio";"Monkey";"Waning (-)";"0+";0;0
"Aquarius";"Tiger";"Waxing (+)";"0+";1;0
"Carpicorn";"Rabbit";"Waning (-)";"B+";1;1
"Leo";"Dragon";"New ( )";"A+";0;1
"Aquarius";"Monkey";"Waxing (+)";"0+";1;0
"Libra";"Pig";"New ( )";"AB-";0;0
"Gemini";"Dog";"Waxing (+)";"A+";1;0
"Saggitarius";"Tiger";"Waxing (+)";"A+";0;0
"Aquarius";"Goat";"Waxing (+)";"0+";1;0
"Aquarius";"Dog";"Full (O)";"0+";0;0
"Taurus";"Rat";"New ( )";"A+";0;0
"Taurus";"Dog";"Waxing (+)";"0+";0;1
"Aries";"Rabbit";"Full (O)";"0+";0;1
"Gemini";"Dog";"Waxing (+)";"0+";0;0
"Cancer";"Rooster";"Full (O)";"A+";0;1
"Libra";"Goat";"Waning (-)";"0-";0;1
"Aquarius";"Ox";"Waxing (+)";"A+";1;1
"Pisces";"Tiger";"Waxing (+)";"A+";0;0
"Saggitarius";"Rat";"Waning (-)";"A+";0;0
"Virgo";"Monkey";"Waning (-)";"A+";0;1
"Gemini";"Rabbit";"Waxing (+)";"AB-";0;0
"Pisces";"Monkey";"Waxing (+)";"A-";0;1
"Pisces";"Tiger";"Waning (-)";"B-";0;0
"Virgo";"Goat";"Waning (-)";"A+";0;0
"Scorpio";"Rabbit";"Waning (-)";"A+";1;1
"Libra";"Rat";"Waning (-)";"A+";0;0
"Aquarius";"Monkey";"New ( )";"0+";1;1
"Aries";"Snake";"New ( )";"B-";0;0
"Saggitarius";"Tiger";"New ( )";"A+";0;0
"Aquarius";"Monkey";"Waning (-)";"A+";0;0
"Aquarius";"Dragon";"Waxing (+)";"AB-";0;0
"Leo";"Goat";"Waxing (+)";"0+";0;0
"Scorpio";"Monkey";"New ( )";"B+";0;0
"Leo";"Rat";"New ( )";"A-";0;1
"Pisces";"Snake";"Waning (-)";"0+";0;0
"Carpicorn";"Ox";"Waning (-)";"0-";0;0
"Virgo";"Goat";"Full (O)";"0+";0;1
"Aries";"Dragon";"Waning (-)";"A+";0;0
"Carpicorn";"Rabbit";"Waxing (+)";"0+";0;1
"Cancer";"Snake";"Waxing (+)";"A+";0;0
"Saggitarius";"Dragon";"Waning (-)";"A+";0;0
"Virgo";"Pig";"Waning (-)";"0-";0;0
"Aquarius";"Dragon";"Waxing (+)";"0-";1;1
"Leo";"Goat";"Waning (-)";"B+";0;0
"Leo";"Rat";"Waxing (+)";"0+";1;1
"Taurus";"Tiger";"Waning (-)";"0+";0;1
"Scorpio";"Snake";"Full (O)";"A+";0;0
"Taurus";"Monkey";"Waxing (+)";"B-";0;1
"Leo";"Dragon";"Waning (-)";"A+";0;1
"Leo";"Monkey";"Waxing (+)";"0+";0;1
"Aquarius";"Dog";"Waning (-)";"0+";1;0
"Gemini";"Horse";"Waning (-)";"A+";0;1
"Leo";"Dog";"Waning (-)";"A+";0;1
"Libra";"Dragon";"Waxing (+)";"A+";0;0
"Aries";"Goat";"Waning (-)";"0+";1;0
"Leo";"Ox";"Full (O)";"A+";0;0
"Aquarius";"Dog";"Waning (-)";"0+";0;1
"Gemini";"Goat";"Waxing (+)";"A+";1;0
"Libra";"Rabbit";"New ( )";"0+";1;0
"Scorpio";"Tiger";"Waxing (+)";"0-";1;1
"Pisces";"Pig";"Waning (-)";"0+";0;0
"Virgo";"Dog";"Waxing (+)";"A+";0;0
"Libra";"Rabbit";"Full (O)";"A+";0;0
"Libra";"Rooster";"New ( )";"A-";0;0
"Carpicorn";"Dog";"Full (O)";"A+";0;1
"Taurus";"Snake";"New ( )";"0+";0;0
"Carpicorn";"Rabbit";"Waxing (+)";"0+";1;1
"Saggitarius";"Rat";"Waning (-)";"0-";0;1
"Saggitarius";"Pig";"Waning (-)";"0+";0;0
"Libra";"Pig";"Waxing (+)";"0+";0;1
"Leo";"Horse";"Waning (-)";"0+";0;0
"Virgo";"Ox";"Waning (-)";"B+";1;0
"Gemini";"Tiger";"Waning (-)";"A+";0;0
"Leo";"Rabbit";"Waxing (+)";"B+";0;0
"Taurus";"Dragon";"Waxing (+)";"B+";0;0
"Libra";"Rooster";"Waning (-)";"0+";1;0
"Leo";"Monkey";"Waxing (+)";"A+";0;0
"Cancer";"Ox";"Waxing (+)";"0+";0;1
"Aquarius";"Goat";"New ( )";"A+";0;1
"Cancer";"Rooster";"Full (O)";"A+";0;1
"Virgo";"Ox";"Full (O)";"0+";0;1
"Carpicorn";"Rat";"Waning (-)";"A+";0;0
"Gemini";"Pig";"Waxing (+)";"0+";0;1
"Gemini";"Goat";"Waxing (+)";"0-";1;0
"Aries";"Horse";"Waxing (+)";"A+";0;0
"Aries";"Pig";"Waxing (+)";"0+";0;0
"Aquarius";"Ox";"Waxing (+)";"0-";0;0
"Taurus";"Rat";"Waxing (+)";"0+";0;0
"Aries";"Rooster";"Waxing (+)";"0-";0;0
"Aquarius";"Rabbit";"New ( )";"A-";0;0
"Pisces";"Dragon";"Waxing (+)";"0+";1;1
"Cancer";"Rabbit";"Waxing (+)";"AB+";1;0
"Leo";"Rooster";"Waning (-)";"0+";0;1
"Saggitarius";"Rooster";"Full (O)";"0-";0;1
"Virgo";"Rooster";"Waning (-)";"B+";0;0
"Aquarius";"Tiger";"Waning (-)";"0+";0;0
"Taurus";"Ox";"Waning (-)";"A+";0;1
"Pisces";"Tiger";"Waning (-)";"0+";0;0
"Aquarius";"Rooster";"Waxing (+)";"0+";1;1
"Pisces";"Ox";"Waxing (+)";"A+";0;1
"Aries";"Dragon";"Full (O)";"A-";0;1
"Leo";"Monkey";"Waxing (+)";"0+";0;1
"Cancer";"Snake";"Waxing (+)";"0+";0;0
"Gemini";"Snake";"Full (O)";"A-";0;1
"Gemini";"Goat";"Waxing (+)";"B+";1;0
"Libra";"Rat";"Waxing (+)";"0+";0;1
"Aquarius";"Monkey";"New ( )";"0+";0;1
"Pisces";"Horse";"Waning (-)";"B+";0;1
"Taurus";"Horse";"Waxing (+)";"0-";0;1
"Carpicorn";"Goat";"Waxing (+)";"A+";0;0
"Aries";"Dog";"Waxing (+)";"0-";0;0
"Leo";"Tiger";"Waxing (+)";"0+";1;1
"Carpicorn";"Tiger";"Full (O)";"0+";0;0
"Saggitarius";"Snake";"Waning (-)";"0+";1;1
"Taurus";"Dragon";"New ( )";"0-";0;0
"Libra";"Rat";"Waning (-)";"B+";0;0
"Saggitarius";"Monkey";"Waning (-)";"A-";1;0
"Aquarius";"Goat";"Waning (-)";"A+";0;1
"Scorpio";"Goat";"Full (O)";"A+";1;1
"Pisces";"Ox";"Waning (-)";"A+";1;1
"Taurus";"Rat";"Full (O)";"A+";0;0
"Libra";"Snake";"Waxing (+)";"B+";0;0
"Libra";"Goat";"Waning (-)";"B+";1;0
"Aquarius";"Ox";"Waning (-)";"A+";0;1
"Leo";"Pig";"Waning (-)";"A+";0;0
"Saggitarius";"Ox";"Waning (-)";"A+";0;0
"Cancer";"Ox";"Waning (-)";"A+";0;1
"Aquarius";"Ox";"Full (O)";"0+";0;1
"Saggitarius";"Horse";"New ( )";"AB+";0;1
"Leo";"Ox";"New ( )";"0+";0;0
"Aquarius";"Goat";"Waning (-)";"B-";1;1
"Saggitarius";"Dog";"Waning (-)";"0+";0;1
"Aries";"Tiger";"New ( )";"B+";0;1
"Cancer";"Tiger";"Waning (-)";"AB+";0;0
"Taurus";"Rat";"Waxing (+)";"A+";0;0
"Virgo";"Goat";"Full (O)";"0-";0;1
"Aquarius";"Dragon";"Waxing (+)";"AB+";0;0
"Scorpio";"Pig";"Waxing (+)";"A+";0;1
"Cancer";"Rooster";"New ( )";"A+";0;1
"Gemini";"Snake";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Waxing (+)";"A+";0;0
"Gemini";"Horse";"Waxing (+)";"0+";1;0
"Saggitarius";"Rat";"Waning (-)";"A+";0;0
"Libra";"Snake";"New ( )";"A+";0;1
"Aries";"Rooster";"Waning (-)";"A+";1;0
"Saggitarius";"Snake";"Full (O)";"A+";1;0
"Taurus";"Snake";"Waning (-)";"0+";1;1
"Scorpio";"Dragon";"Full (O)";"A-";0;0
"Carpicorn";"Ox";"Waning (-)";"B+";1;1
"Libra";"Rat";"Waxing (+)";"A-";0;1
"Saggitarius";"Goat";"New ( )";"A+";0;1
"Libra";"Rat";"Waning (-)";"B-";0;1
"Pisces";"Snake";"Waxing (+)";"0+";1;0
"Leo";"Snake";"Full (O)";"A+";0;0
"Virgo";"Dog";"Waxing (+)";"A+";0;0
"Aquarius";"Tiger";"New ( )";"0+";0;0
"Pisces";"Rat";"Waxing (+)";"0+";0;1
"Scorpio";"Pig";"Waxing (+)";"B+";0;0
"Leo";"Ox";"Full (O)";"0+";0;1
"Scorpio";"Dog";"Waning (-)";"0+";0;0
"Virgo";"Goat";"New ( )";"A+";0;0
"Gemini";"Snake";"Waxing (+)";"0+";1;0
"Scorpio";"Tiger";"Waning (-)";"A+";0;0
"Taurus";"Rat";"Waning (-)";"A+";0;1
"Gemini";"Pig";"Waxing (+)";"A+";0;1
"Cancer";"Tiger";"Waxing (+)";"B+";0;0
"Leo";"Goat";"Waxing (+)";"0+";0;0
"Virgo";"Dog";"Full (O)";"0+";0;1
"Pisces";"Rooster";"Waning (-)";"A+";1;0
"Virgo";"Ox";"Waxing (+)";"A-";0;0
"Aries";"Snake";"Waxing (+)";"0+";0;1
"Libra";"Horse";"Full (O)";"AB+";0;0
"Pisces";"Rat";"Waxing (+)";"A+";1;0
"Leo";"Monkey";"Waning (-)";"0+";0;1
"Virgo";"Ox";"Waning (-)";"A+";0;1
"Gemini";"Dog";"Waning (-)";"A+";0;0
"Saggitarius";"Pig";"Waxing (+)";"A+";0;0
"Cancer";"Goat";"Full (O)";"B+";1;0
"Scorpio";"Rat";"Full (O)";"0+";1;1
"Cancer";"Dragon";"Waning (-)";"A+";1;1
"Gemini";"Dog";"Waxing (+)";"A+";0;1
"Leo";"Dragon";"New ( )";"A+";0;0
"Saggitarius";"Horse";"New ( )";"0-";1;1
"Carpicorn";"Monkey";"Waning (-)";"A-";0;1
"Cancer";"Snake";"Waning (-)";"0+";1;0
"Virgo";"Rooster";"Waning (-)";"A+";0;1
"Gemini";"Horse";"Waning (-)";"0+";0;1
"Cancer";"Rooster";"Waxing (+)";"0+";0;1
"Aquarius";"Goat";"Waxing (+)";"0+";0;0
"Libra";"Horse";"Waxing (+)";"A+";0;0
"Cancer";"Monkey";"Waning (-)";"B+";1;0
"Aquarius";"Snake";"Waning (-)";"A+";1;1
"Libra";"Rat";"Waxing (+)";"B+";0;0
"Cancer";"Tiger";"New ( )";"0+";0;0
"Gemini";"Monkey";"Waning (-)";"A+";1;0
"Aries";"Monkey";"Waning (-)";"A+";0;1
"Scorpio";"Monkey";"Waxing (+)";"A+";0;0
"Scorpio";"Rooster";"Waning (-)";"0-";0;1
"Carpicorn";"Rooster";"Waning (-)";"B+";1;1
"Aquarius";"Tiger";"Waning (-)";"A+";1;1
"Carpicorn";"Pig";"New ( )";"AB+";0;0
"Pisces";"Dog";"Waxing (+)";"A+";0;1
"Gemini";"Pig";"Full (O)";"0+";0;1
"Leo";"Rat";"Waxing (+)";"A+";1;0
"Pisces";"Dragon";"Waxing (+)";"A+";1;1
"Virgo";"Dog";"Waxing (+)";"0+";0;0
"Aries";"Goat";"New ( )";"A+";0;1
"Leo";"Ox";"Waning (-)";"AB+";0;0
"Saggitarius";"Snake";"New ( )";"0+";0;1
"Scorpio";"Pig";"Waning (-)";"B+";1;1
"Scorpio";"Rabbit";"Full (O)";"0+";1;0
"Libra";"Goat";"New ( )";"A+";1;1
"Scorpio";"Dragon";"New ( )";"A-";1;1
"Virgo";"Monkey";"Waning (-)";"A-";0;0
"Saggitarius";"Goat";"Full (O)";"0+";0;0
"Leo";"Horse";"Waning (-)";"0-";0;0
"Saggitarius";"Ox";"Waxing (+)";"A+";0;0
"Saggitarius";"Tiger";"Waxing (+)";"0+";1;1
"Scorpio";"Goat";"New ( )";"B+";0;0
"Leo";"Ox";"Waxing (+)";"0+";1;1
"Carpicorn";"Ox";"Waning (-)";"0+";0;1
"Pisces";"Rat";"Full (O)";"A+";1;0
"Virgo";"Horse";"Waning (-)";"B+";0;0
"Libra";"Snake";"Waning (-)";"A+";1;0
"Pisces";"Rabbit";"Waning (-)";"A+";1;0
"Virgo";"Rabbit";"New ( )";"A+";0;0
"Libra";"Dragon";"Waxing (+)";"0+";0;1
"Scorpio";"Dragon";"Full (O)";"A+";0;0
"Taurus";"Rabbit";"Waxing (+)";"0+";0;0
"Virgo";"Rat";"Waxing (+)";"A+";0;0
"Libra";"Rabbit";"Waxing (+)";"A+";0;1
"Scorpio";"Rabbit";"Waning (-)";"A+";0;1
"Carpicorn";"Dog";"Waxing (+)";"0+";0;0
"Carpicorn";"Ox";"Waning (-)";"0+";0;1
"Pisces";"Dragon";"Full (O)";"A+";0;0
"Saggitarius";"Monkey";"Waxing (+)";"0+";0;1
"Scorpio";"Goat";"Waxing (+)";"A+";1;1
"Leo";"Horse";"Full (O)";"A+";1;0
"Taurus";"Pig";"Waning (-)";"0+";0;0
"Gemini";"Rabbit";"Waning (-)";"A+";0;1
"Scorpio";"Goat";"Waning (-)";"0+";0;1
"Scorpio";"Tiger";"New ( )";"A-";1;0
"Gemini";"Goat";"Full (O)";"0+";1;1
"Leo";"Rabbit";"Waning (-)";"0-";0;0
"Gemini";"Tiger";"Waning (-)";"A+";0;0
"Leo";"Tiger";"New ( )";"A+";0;0
"Gemini";"Dog";"Waxing (+)";"0+";0;0
"Libra";"Tiger";"Waxing (+)";"A+";0;1
"Cancer";"Pig";"Waxing (+)";"0+";1;1
"Taurus";"Rooster";"Waning (-)";"A-";0;1
"Pisces";"Rooster";"Waxing (+)";"A+";1;1
"Cancer";"Dog";"Full (O)";"A-";1;1
"Cancer";"Snake";"Waxing (+)";"0+";0;0
"Leo";"Goat";"Waxing (+)";"A+";0;0
"Leo";"Dog";"Waxing (+)";"A-";1;1
"Aquarius";"Rabbit";"Waning (-)";"0+";0;0
"Scorpio";"Ox";"Waxing (+)";"0+";1;0
"Gemini";"Rat";"Waxing (+)";"0+";0;0
"Aquarius";"Dragon";"Full (O)";"A-";0;0
"Aries";"Horse";"Waning (-)";"0+";0;0
"Leo";"Goat";"New ( )";"0+";1;0
"Aquarius";"Tiger";"Waning (-)";"A+";1;1
"Cancer";"Rat";"Waxing (+)";"A+";0;1
"Aquarius";"Pig";"Full (O)";"A+";0;1
"Leo";"Tiger";"Waxing (+)";"A-";0;1
"Aquarius";"Pig";"Waxing (+)";"A+";0;1
"Gemini";"Rabbit";"Waning (-)";"A-";0;0
"Pisces";"Dog";"Waning (-)";"A+";1;1
"Aquarius";"Dragon";"Waning (-)";"A-";0;0
"Pisces";"Dragon";"Full (O)";"A+";0;0
"Taurus";"Dragon";"New ( )";"A+";1;1
"Taurus";"Rooster";"Waning (-)";"0+";1;1
"Leo";"Monkey";"Waxing (+)";"0+";0;0
"Leo";"Rabbit";"Waning (-)";"A+";0;1
"Taurus";"Monkey";"Waxing (+)";"A+";1;0
"Carpicorn";"Horse";"Waning (-)";"0+";0;1
"Taurus";"Dragon";"Waxing (+)";"0+";1;1
"Aquarius";"Snake";"Waning (-)";"AB+";0;1
"Scorpio";"Goat";"Waning (-)";"A+";0;1
"Aquarius";"Dog";"Waxing (+)";"A+";0;1
"Aries";"Goat";"Waning (-)";"B+";1;0
"Scorpio";"Goat";"Waxing (+)";"A+";0;1
"Aries";"Tiger";"Waning (-)";"0-";0;1
"Leo";"Tiger";"New ( )";"A-";0;1
"Leo";"Ox";"Waxing (+)";"0+";1;1
"Aries";"Dragon";"Waning (-)";"A+";0;1
"Cancer";"Monkey";"Waning (-)";"A+";0;0
"Aquarius";"Dragon";"Full (O)";"A+";0;0
"Leo";"Horse";"Waxing (+)";"0+";0;0
"Carpicorn";"Rat";"Waning (-)";"A+";1;1
"Aquarius";"Horse";"Waxing (+)";"0-";0;1
"Leo";"Goat";"Waxing (+)";"A-";0;0
"Taurus";"Rat";"Waning (-)";"0+";1;0
"Libra";"Horse";"Waning (-)";"0+";0;0
"Saggitarius";"Pig";"Waxing (+)";"B+";0;1
"Libra";"Snake";"Waning (-)";"0+";1;1
"Virgo";"Rooster";"Waxing (+)";"0+";0;0
"Scorpio";"Horse";"Waxing (+)";"0+";0;0
"Cancer";"Ox";"Waxing (+)";"0+";1;0
"Leo";"Horse";"Waxing (+)";"A+";0;0
"Taurus";"Rabbit";"Waning (-)";"0+";0;0
"Scorpio";"Ox";"New ( )";"0+";0;0
"Libra";"Rat";"Waxing (+)";"0+";0;0
"Aries";"Horse";"Waxing (+)";"0+";1;1
"Taurus";"Pig";"Waning (-)";"A+";0;1
"Saggitarius";"Rooster";"Waning (-)";"B+";0;1
"Libra";"Ox";"Waxing (+)";"0+";0;1
"Taurus";"Rabbit";"Waning (-)";"0+";0;0
"Cancer";"Dog";"Full (O)";"A+";1;1
"Saggitarius";"Snake";"Full (O)";"0-";1;0
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;1
"Pisces";"Tiger";"Waxing (+)";"A-";1;1
"Carpicorn";"Rat";"Waning (-)";"B+";0;0
"Scorpio";"Dog";"Waxing (+)";"0+";0;0
"Leo";"Horse";"Waning (-)";"0+";0;1
"Virgo";"Rabbit";"New ( )";"0+";1;0
"Gemini";"Rooster";"Waxing (+)";"0-";0;0
"Virgo";"Pig";"Waning (-)";"A+";1;0
"Leo";"Pig";"New ( )";"0+";0;0
"Aries";"Dragon";"Waxing (+)";"A+";0;1
"Leo";"Pig";"Waxing (+)";"0-";0;0
"Carpicorn";"Rabbit";"New ( )";"0+";0;0
"Taurus";"Horse";"Waxing (+)";"0+";0;0
"Virgo";"Rat";"Waxing (+)";"0-";0;1
"Cancer";"Pig";"Waning (-)";"B+";0;0
"Pisces";"Goat";"Full (O)";"A+";1;1
"Libra";"Dragon";"Waxing (+)";"A-";0;0
"Leo";"Rat";"Waning (-)";"0+";0;0
"Virgo";"Monkey";"Waning (-)";"A+";0;1
"Gemini";"Rat";"Waxing (+)";"A+";0;1
"Saggitarius";"Dragon";"Waxing (+)";"0+";0;1
"Aquarius";"Rooster";"Waning (-)";"0+";0;0
"Pisces";"Monkey";"Waning (-)";"A+";0;0
"Saggitarius";"Tiger";"Full (O)";"0+";0;0
"Saggitarius";"Tiger";"Waxing (+)";"B+";0;1
"Saggitarius";"Rabbit";"Full (O)";"A+";0;0
"Aries";"Rooster";"Waxing (+)";"AB+";1;0
"Aries";"Pig";"Waxing (+)";"0+";0;1
"Leo";"Pig";"Waxing (+)";"A+";0;1
"Leo";"Tiger";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Full (O)";"0+";0;0
"Virgo";"Ox";"Waning (-)";"AB+";0;1
"Carpicorn";"Horse";"Waning (-)";"0+";1;1
"Pisces";"Ox";"Waxing (+)";"0+";0;0
"Gemini";"Rat";"Full (O)";"A-";0;1
